Unnamed: 0	toxic_sentence	neutral_sentence	lang	toxic_fluency	content_score	toxic_pairwise_score	neutral_fluency	fluency_score
1226	跑国外去了不就很好嘛，要是去非洲服务默那更是物尽其用，怕就怕吴母沟出去整个容改个名，然后再回来祸害国男	去国外旅行是一件很好的事情，如果选择去非洲服务更能充分发挥自己的作用，担心的是有些人出国整容之后改个名字，然后回国损害国内男性。	zh	0.5	0	0.8333333333333334	1.0	1
1230	一位优秀的接盘侠????	一位优秀的朋友	zh	1.0	0	0.3333333333333333	1.0	1
1234	我媳妇也会打拳！??	我的太太也会打拳！??	zh	1.0	1	1.0	1.0	1
1242	丑的一批、呸	丑的一批	zh	1.0	1	0.3333333333333333	1.0	1
1244	嫁给他，就跟他回非洲啊。黑人敢打我们的抗疫英雄，洗不白了。举报三非，收入不菲	跟他去旅行吧。攻击我们的抗疫英雄，扭转不了事实。揭发违法行为，赚钱不少	zh	1.0	1	0.5	1.0	1
1247	是真的怕艾滋。一个女人私生活很乱，但是睡的全是中国人或者白人，我还能玩玩。反正不会娶。要是知道是睡过黑人，算了吧。那都有草吃。没必要这么蠢	有一点担忧。一个女人私生活颇为杂乱，但只和中国人或者白人发生关系，我只是玩玩而已。反正不会结婚。如果知道曾和黑人有过关系，就算了吧。总有人会接受的。没必要这么愚蠢。	zh	1.0	0	0.8333333333333334	0.5	0
1256	对，这洽洽是对所有中国人的歧视，所以排他们，他们活该。	对，这是对所有中国人的歧视，所以排除他们，他们。	zh	1.0	1	0.3333333333333333	0.5	0
1262	这男的也是啥pei给女的当狗活该	这个男生对这个女生做了什么应该受到制裁	zh	0.5	1	1.0	1.0	1
1269	很快就能解封的，性取向变态患者搞得鬼	很快就能解封的，患者搞得鬼	zh	1.0	1	0.0	1.0	1
1280	好 不和牛马一般见识??	有需要更多了解吗??	zh	1.0	1	0.1666666666666666	1.0	1
1291	黑人的舔狗其实比黑人更可恨	舔狗其实比黑人更可恨	zh	1.0	1	0.1666666666666666	1.0	1
1292	????肯定是国楠自己造成的呀，国楠不配娶她们	肯定是自己造成的呀，不配娶她们。	zh	1.0	0	0.5	1.0	1
1302	没见过基佬工程师	没见过 LGBTQ 工程师	zh	1.0	1	0.8333333333333334	1.0	1
1322	黑河南、黑北方的都是南满	南方和北方都有满族人	zh	1.0	1	0.3333333333333333	1.0	1
1331	因为智商低，容易被女的pua,价值观都偏了	因为智商较低，容易受女性吸引，观念都有些偏颇	zh	1.0	1	0.8333333333333334	1.0	1
1333	这个真没看清楚，只见到两人撕打，女的一边打一边骂，让嘿贵“选我还是选她”，口音很像我喜欢的一个博主（北京人）。	这个真没看清楚，只见到两人争吵，女的一边打一边说话，让对方“选我还是选她”，口音很像我喜欢的一个博主（北京人）。	zh	1.0	1	0.6666666666666666	1.0	1
1336	兄弟我们完全可以放心这货必定会是下一个陈怡说不定这货早就被虫类身边几大母虫左右互博说白这些女早已是СПИД携带者而且从她来看再她眼里虫类及其它们后代必定是比它们亲生父母还要亲	我们完全可以相信这货一定会成为下一个陈怡，说不定这货早就被虫类身边几大母虫左右互博。说白，这些女生早已是СПИД携带者，而且从她的表现来看，在她眼里虫类及其后代必定是比它们亲生父母还要亲。	zh	1.0	0	0.8333333333333334	1.0	1
1340	这个鸡佬，喜欢精神胜利，是一个辣鸡	这个人，喜欢挑战，是一个平凡人。	zh	1.0	0	0.5	1.0	1
1346	或许可以接受一个同性恋在自己周围，但是接受一对同性恋在自己周围搂搂抱抱和亲嘴的话，我觉得还是头皮发麻像看见老鼠一样害怕的	或许有人能够理解一个同性恋在自己身边，但是接受一对同性恋在自己身边亲密接触，我觉得仍然会感到不舒服，就像看见老鼠一样害怕。	zh	1.0	0	0.8333333333333334	1.0	1
1349	楼主啊！我记得这是某位普信女写的关于男性的条件吧，改的好，还有，您的帖子里面有条目??，赶紧置顶羞辱	楼主啊！我记得这是某位普通女性写的关于男性的条件吧，修改得不错，另外，在您的帖子中有一些内容，赶快置顶。	zh	0.5	0	0.8333333333333334	1.0	1
1354	我同事女朋友和黑人搞了，??，他吓一跳，立马去医院，爱就一个滋??	我同事女朋友和一个外籍人士搞了，??，他吓一跳，立马去医院，爱只是一种滋味??。	zh	0.5	0	1.0	0.0	0
1358	日本这次为了sb政治正确，所谓修正别人排外的观点。，才搞了一堆混血运动员，这简直是nt。不过日本本身混血比例很低。	日本这次为了政治正确，修正了别人排外的观点，所以招募了一批混血运动员。不过日本本身混血比例很低。	zh	1.0	1	0.3333333333333333	1.0	1
1366	我女的想法和你一样我也厌女	我跟你想法一样.	zh	1.0	1	0.3333333333333333	1.0	1
1376	普信男：都怪老师太漂亮穿的裙子太短！	普信男：都怪老师长得太漂亮穿的裙子太短！	zh	1.0	1	0.8333333333333334	1.0	1
1383	其实我对男同怎么的还真没什么看法，我歧视的是在到处瞎叫唤男男的女生，她们没觉得自己很恶心吗？还好意思指责别人鄙视同性恋，都是她们整臭的??????	其实我对男同性恋并没有什么特别的看法，我不赞同的是那些到处喊男同的女生，她们难道不觉得自己的行为很不妥吗？还企图指责别人歧视同性恋，其实都是她们搞得一团糟的??????	zh	1.0	1	1.0	1.0	1
1386	所以我为啥要在乎白皮的歧视呢？我生活在中国呀	所以我为啥要在乎的歧视呢？我生活在	zh	1.0	1	0.6666666666666666	0.0	0
1388	你们活该罢了，雪崩之时没有一片雪花是无辜的	在雪崩发生时，每片雪花都承担着责任。	zh	1.0	0	0.1666666666666666	1.0	1
1403	正什么歪成什么样子了都是群满嘴道德仁义的狗在搞笑	正常变异成这样了都是群口中谈论道德的人在开玩笑	zh	1.0	1	0.3333333333333333	1.0	1
1407	舔狗让他死就行了，杀鸡儆猴么，一个舔狗不死，其他舔狗怎么觉醒？	让他离开就行，警醒他人，一个不走，其他会怎么觉醒？	zh	1.0	1	0.3333333333333333	1.0	1
1414	??我觉得大部分人都是图个新鲜感，甚至有些人网络上说自己支持同性恋，在大街上看到两个大叔搂搂抱抱甩出一句好恶心。??	我觉得大部分人追求新奇，甚至有些人网络上表述自己支持同性恋，在大街上看到两个成年男性拥抱互动，却发表一番不适的言论。	zh	1.0	0	0.6666666666666666	1.0	1
1415	深柜竟在反同身边	柜子在两位性取向者的旁边	zh	1.0	1	0.6666666666666666	0.0	0
